jbruceharreld,0.035,1.0,0.85,0
demiribr,0.6424870466321243,0.9473684210526315,0.85,0
realDonaldTrump,0.14,0.9,0.5,0
BernieSanders,0.21,0.9473684210526315,0.631578947368421,0
taylorswift13,0.42,1.0,0.4,0
rihanna,0.11,1.0,0.35,0
