jbruceharreld,0.035
demiribr,0.6424870466321243
narendramodi,0.185
HillaryClinton,0.38
realDonaldTrump,0.14
BernieSanders,0.21
justinbieber,0.4
taylorswift13,0.42
rihanna,0.11
zubair_shafiq,0.52
aintiha,0.89
