brenna_love_,1.0
jorietess1,0.6633165829145728
brennabrahamson,1
matthend5,0.7333333333333333
HaugsdalSaritha,0.455
melita_gillette,1.0
lyssaguirre12,0.9090909090909091
EvanStenvold,0.6666666666666666
realDonaldTrump,0.14
Officiallordand,0.9767441860465116
LangLandon11,0.8666666666666667
kendal_braun,0.8609271523178808
InYaMugNunzi,0.3838383838383838
becca_tschetter,0.4120603015075377
CJTJ2001,0.5714285714285714
matthend604,0.5967741935483871
myaxjacobson,0.7534246575342466
joshvanlith7,0.1827956989247312
JaydaBennett2,0.4603174603174603
