fitzpatrickwya3,0.0
IsayyaKolobov,0.0
ginamcrae1,0.395
Way2gosassy,0.955
NeverMoreBUSH,0.645
westerndragon90,0.495
Peace12Davies,0.01
Situation_Nine,0.9210526315789473
Dogs4Hillary,0.5617977528089888
YOUNG8865ba,1
DennisCardiff,0.895
Trumpchumptrash,0.59
VanitaPhebus128,1.0
crisssledge,0.865
JacquesLoveall,0.425
xchriskennedy,0.7336683417085427
mystcole,0.78
JanisWedmore,0.545
Leticia17922167,1.0
cmkrcwi,0.29292929292929293
